doc_id,pmid,sentence,text,umls_codes,umls_concept_name,possible_alternative_codes
1208,10369860,VCFS/DGS is the most common syndrome associated with 22q11 rearrangements.,DGS,['C0012236'],DiGeorge Syndrome,[]
1209,10369860,"In order to determine whether there are particular regions on 22q11 that are prone to rearrangements, the deletion end-points in a large number of VCFS/DGS patients were defined by haplotype analysis.",VCFS,['C0220704'],Shprintzen syndrome,[]
1209,10369860,"In order to determine whether there are particular regions on 22q11 that are prone to rearrangements, the deletion end-points in a large number of VCFS/DGS patients were defined by haplotype analysis.",DGS,['C0012236'],DiGeorge Syndrome,[]
1210,10369860,"Most VCFS/DGS patients have a similar 3 Mb deletion, some have a nested distal deletion breakpoint resulting in a 1.5 Mb deletion and a few rare patients have unique deletions or translocations.",VCFS,['C0220704'],Shprintzen syndrome,[]
1210,10369860,"Most VCFS/DGS patients have a similar 3 Mb deletion, some have a nested distal deletion breakpoint resulting in a 1.5 Mb deletion and a few rare patients have unique deletions or translocations.",DGS,['C0012236'],DiGeorge Syndrome,[]
1211,10369860,The high prevalence of the disorder in the population and the fact that most cases occur sporadically suggest that sequences at or near the breakpoints confer susceptibility to chromosome rearrangements.,nan,[],nan,[]
1212,10369860,"To investigate this hypothesis, we developed hamster-human somatic hybrid cell lines from VCFS/DGS patients with all three classes of deletions and we now show that the breakpoints occur within similar low copy repeats, termed LCR22s.",VCFS,['C0220704'],Shprintzen syndrome,[]
1212,10369860,"To investigate this hypothesis, we developed hamster-human somatic hybrid cell lines from VCFS/DGS patients with all three classes of deletions and we now show that the breakpoints occur within similar low copy repeats, termed LCR22s.",DGS,['C0012236'],DiGeorge Syndrome,[]
1213,10369860,"To support this idea further, we identified a family that carries an interstitial duplication of the same 3 Mb region that is deleted in VCFS/DGS patients.",VCFS,['C0220704'],Shprintzen syndrome,[]
1213,10369860,"To support this idea further, we identified a family that carries an interstitial duplication of the same 3 Mb region that is deleted in VCFS/DGS patients.",DGS,['C0012236'],DiGeorge Syndrome,[]
1214,10369860,"We present models to explain how the LCR22s can mediate different homologous recombination events, thereby generating a number of rearrangements that are associated with congenital anomaly disorders.",congenital anomaly disorders,['C0000768'],Congenital Abnormality,[]
1215,10369870,The early growth response 2 gene ( EGR2 ) is a Cys2His2zinc finger transcription factor which is thought to play a role in the regulation of peripheral nervous system myelination.,nan,[],nan,[]
1216,10369870,"This idea is based partly on the phenotype of homozygous Krox20 ( Egr2 ) knockout mice, which display hypomyelination of the PNS and a block of Schwann cells at an early stage of differentiation.",nan,[],nan,[]
1217,10369870,Three of the four EGR2 mutations are dominant and occur within the zinc finger DNA-binding domain.,nan,[],nan,[]
1218,10369870,The fourth mutation is recessive and affects the inhibitory domain (R1) that binds the NAB transcriptional co-repressors.,nan,[],nan,[]
1219,10369870,A combination of DNA-binding assays and transcriptional analysis was used to determine the functional consequences of these mutations.,nan,[],nan,[]
1220,10369870,The zinc finger mutations affect DNA binding and the amount of residual binding directly correlates with disease severity.,nan,[],nan,[]
1221,10369870,The R1 domain mutation prevents interaction of EGR2 with the NAB co-repressors and thereby increases transcriptional activity.,nan,[],nan,[]
1222,10369870,These data provide insight into the possible disease mechanisms underlying EGR2 mutations and the reason for varying severity and differences in inheritance patterns..,nan,[],nan,[]
1223,10369876,"All published mutations affect the signal peptide or the neurophysin-II carrier protein and are presumed to interfere with processing of the preprohormone, leading to neuronal damage.",neuronal damage,[],nan,[]
1224,10369876,"We studied an unusual Palestinian family consisting of asymptomatic first cousin parents and three children affected with neurohypophyseal diabetes insipidus, suggesting autosomal recessive inheritance.",neurohypophyseal diabetes insipidus,['C0687720'],Central Diabetes Insipidus,[]
1225,10369876,"All three affected children were homozygous and the parents heterozygous for a single novel mutation (C301->T) in exon 1, replacing Pro7 of mature AVP with Leu Leu-AVP.",nan,[],nan,[]
1226,10369876,Leu-AVP was a weak agonist with approximately 30-fold reduced binding to the human V2 receptor.,nan,[],nan,[]
1227,10369876,"Measured by radioimmunoassay with a synthetic Leu-AVP standard, serum Leu-AVP levels were elevated in all three children and further increased during water deprivation to as high as 30 times normal.",water deprivation,['C0869332'],Deprivation of water,[]
1228,10369876,"The youngest child (2 years old) was only mildly affected but had Leu-AVP levels similar to her severely affected 8-year-old brother, suggesting that unknown mechanisms may partially compensate for a deficiency of active AVP in very young children..",deficiency of active AVP,['C0599750'],hormone deficiency,[]
1229,10377440,No inherited form of GPI-anchor deficiency has been described.,GPI-anchor deficiency,['C0033626'],Protein Deficiency,[]
1230,10377440,"Because conventional Piga gene knockout is associated with high embryonic lethality in chimeric mice, we used the Cre/loxP system.",nan,[],nan,[]
1231,10377440,We generated mice in which two loxP sites flank part of Piga exon 2.,nan,[],nan,[]
1232,10377440,"After crossbreeding with female mice of the EIIa-cre strain, the floxed allele undergoes Cre-mediated recombination with high efficiency during early embryonic development.",nan,[],nan,[]
1233,10377440,"Because of X chromosome inactivation, female offspring are mosaic for cells that express or lack GPI-linked proteins.",nan,[],nan,[]
1234,10377440,"Analysis of mosaic mice showed that in heart, lung, kidney, brain, and liver, mainly wild-type Piga is active, suggesting that these tissues require GPI-linked proteins.",nan,[],nan,[]
1235,10377440,"The salient exceptions were spleen, thymus, and red blood cells, which had almost equal numbers of cells expressing the wild-type or the recombined allele, implying that GPI-linked proteins are not essential for the derivation of these tissues.",nan,[],nan,[]
1236,10381492,Targeted mutagenesis was used to produce two mutations in the murine hemochromatosis gene (Hfe) locus.,mutagenesis,['C0079866'],Mutagenesis,[]
1236,10381492,Targeted mutagenesis was used to produce two mutations in the murine hemochromatosis gene (Hfe) locus.,hemochromatosis,['C0018995'],Hemochromatosis,['Hereditary hemochromatosis [C0392514]']
1237,10381492,We conclude that the C282Y mutation does not result in a null allele..,nan,[],nan,[]
1238,10381492,"The first mutation deletes a large portion of the coding sequence, generating a null allele.",nan,[],nan,[]
1239,10381492,"The second mutation introduces a missense mutation (C282Y) into the Hfe locus, but otherwise leaves the gene intact.",nan,[],nan,[]
1240,10381492,This mutation is identical to the disease-causing mutation in patients with hereditary hemochromatosis.,hereditary hemochromatosis,['C0392514'],Hereditary hemochromatosis,['C0018995\tHemochromatosis']
1241,10381492,Mice carrying each of the two mutations were bred and analyzed.,nan,[],nan,[]
1242,10381492,Homozygosity for either mutation results in postnatal iron loading.,nan,[],nan,[]
1243,10381492,The effects of the null mutation are more severe than the effects of the C282Y mutation.,nan,[],nan,[]
1244,10381492,Mice heterozygous for either mutation accumulate more iron than normal controls.,nan,[],nan,[]
1245,10381492,"Interestingly, although liver iron stores are greatly increased, splenic iron is decreased.",nan,[],nan,[]
1246,10382909,Most emerin mutations result in absence of the protein.,nan,[],nan,[]
1247,10382909,"In this study three mutations (a missense mutation Pro183Thr and two in-frame deletions removing residues 95-99 and 236-241, respectively) were unusual in being associated with expression of mutant protein.",nan,[],nan,[]
1248,10382909,The phenotype in these families was compared in detail with the clinical features in cases with typical null mutations.,nan,[],nan,[]
1249,10382909,For the in-frame deletions there were no significant differences.,nan,[],nan,[]
1250,10382909,In the family with the missense mutation the phenotype was milder.,nan,[],nan,[]
1251,10382909,Age at onset was later for first symptoms and for development of ankle contractures and muscle weakness.,ankle contractures,"['C1849374', 'C1837407']","Ankle contracture, Contractures of the ankles",[]
1251,10382909,Age at onset was later for first symptoms and for development of ankle contractures and muscle weakness.,muscle weakness,['C0151786'],Muscle Weakness,[]
1252,10382909,These findings have diagnostic implications as well as pointing to functionally important regions of the emerin protein..,nan,[],nan,[]
1253,10382910,"X-linked Emery-Dreifuss muscular dystrophy (EDMD) is a relatively rare benign neuromuscular disorder which can vary remarkably in onset, course and severity.",EDMD,['C0751337'],X-Linked Emery-Dreifuss Muscular Dystrophy,"['[ C0410189 ] Muscular Dystrophy', 'Emery-Dreifuss']"
1253,10382910,"X-linked Emery-Dreifuss muscular dystrophy (EDMD) is a relatively rare benign neuromuscular disorder which can vary remarkably in onset, course and severity.",X-linked Emery-Dreifuss muscular dystrophy,['C0751337'],X-Linked Emery-Dreifuss Muscular Dystrophy,"['[ C0410189 ] Muscular Dystrophy', 'Emery-Dreifuss']"
1253,10382910,"X-linked Emery-Dreifuss muscular dystrophy (EDMD) is a relatively rare benign neuromuscular disorder which can vary remarkably in onset, course and severity.",neuromuscular disorder,['C0027868'],Neuromuscular Diseases,[]
1254,10382910,"In the present study, a TCTAC deletion spanning the nucleotides 631-635 of the emerin gene caused an unusually severe disease phenotype including loss of ambulation and severe muscle wasting in two affected brothers.",loss of ambulation,['C0311394'],Difficulty walking,[]
1254,10382910,"In the present study, a TCTAC deletion spanning the nucleotides 631-635 of the emerin gene caused an unusually severe disease phenotype including loss of ambulation and severe muscle wasting in two affected brothers.",muscle wasting,['C0026846'],Muscular Atrophy,[]
1255,10382910,The same mutation has been reported previously in an unrelated family showing a significantly milder phenotype.,nan,[],nan,[]
1256,10382910,The interfamilial heterogeneity in distribution and in severity of the features in the two families point to environmental or genetic modification as the cause of clinical variability in Emery-Dreifuss muscular dystrophy..,Emery-Dreifuss muscular dystrophy,['C0410189'],"Muscular Dystrophy, Emery-Dreifuss",['C0751337\tX-Linked Emery-Dreifuss Muscular Dystrophy']
1257,10398279,"BACKGROUND: Families with a high incidence of hereditary breast cancer, and subsequently shown to have terminating mutations in BRCA1 or BRCA2, appear to have a higher incidence of prostate cancer among male relatives.",hereditary breast cancer,['C0346153'],Familial cancer of breast,[]
1257,10398279,"BACKGROUND: Families with a high incidence of hereditary breast cancer, and subsequently shown to have terminating mutations in BRCA1 or BRCA2, appear to have a higher incidence of prostate cancer among male relatives.",prostate cancer,"['C0376358', 'C0600139']","Malignant neoplasm of prostate, Prostate carcinoma",[]
1258,10398279,We aimed to determine whether the common germline mutations of BRCA1 or BRCA2 in Ashkenazi Jewish men predisposed them to prostate cancer.,prostate cancer,"['C0376358', 'C0600139']","Malignant neoplasm of prostate, Prostate carcinoma",[]
